Path,Owners,Online?,PS (2p0E34),Datasets (SmartPS),Streams,L1T Seed
HLT_PFJetFwd320_v27,SMP,Yes,4,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJetFwd400_v27,SMP,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJetFwd450_v27,SMP,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJetFwd500_v27,SMP,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd40_v23,SMP,Yes,750,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_ZeroBias
HLT_AK8PFJetFwd60_v22,SMP,Yes,5,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_ZeroBias
HLT_AK8PFJetFwd80_v22,SMP,Yes,9,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_SingleJet60_FWD2p5
HLT_AK8PFJetFwd140_v22,SMP,Yes,2,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_SingleJet90_FWD2p5
HLT_AK8PFJetFwd200_v22,SMP,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_SingleJet120_FWD2p5
HLT_AK8PFJetFwd260_v23,SMP,Yes,8,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd320_v23,SMP,Yes,4,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd400_v23,SMP,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd450_v23,SMP,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd500_v23,SMP,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFHT180_v25,SUS,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_HTT120er
HLT_PFHT250_v25,SMP & SUS,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_HTT160er
HLT_PFHT370_v25,SUS,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_HTT200er
HLT_PFHT430_v25,SUS,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_HTT255er
HLT_PFHT510_v25,SUS,Yes,256,HLTMonitor(3) & JetMET0 & JetMET1 & OnlineMonitor,DQM & HLTMonitor & PhysicsJetMET0 & PhysicsJetMET1,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFHT590_v25,SUS,Yes,128,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFHT680_v25,SUS,Yes,64,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFHT780_v25,SUS,Yes,32,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFHT890_v25,SUS,Yes,16,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFHT1050_v26,B2G & HIG & SUS & TOP,Yes,1,JetMET0 & JetMET1 & OnlineMonitor & ScoutingPFMonitor(10),DQM & PhysicsJetMET0 & PhysicsJetMET1 & PhysicsScoutingPFMonitor,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFHT500_PFMET100_PFMHT100_IDTight_v20,HIG & SUS & TOP,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFHT500_PFMET110_PFMHT110_IDTight_v20,SUS,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFHT700_PFMET85_PFMHT85_IDTight_v20,HIG & TOP,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFHT800_PFMET75_PFMHT75_IDTight_v20,HIG & TOP,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFMET120_PFMHT120_IDTight_v28,B2G & HIG & JME & SUS & TOP,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6
HLT_PFMET130_PFMHT130_IDTight_v28,B2G & JME & SUS,Yes,1,HLTMonitor(25) & JetMET0 & JetMET1 & OnlineMonitor,DQM & HLTMonitor & PhysicsJetMET0 & PhysicsJetMET1,L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6
HLT_PFMET140_PFMHT140_IDTight_v28,JME & SUS,Yes,1,HLTMonitor(15) & JetMET0 & JetMET1 & OnlineMonitor,DQM & HLTMonitor & PhysicsJetMET0 & PhysicsJetMET1,L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6
HLT_PFMET120_PFMHT120_IDTight_PFHT60_v17,HIG & JME & SUS & TOP,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_ETMHF70_HTT60er OR L1_ETMHF80_HTT60er OR L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er OR L1_ETMHF130_HTT60er
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_PFHT60_v17,HIG & JME & SUS & TOP,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_ETMHF70_HTT60er OR L1_ETMHF80_HTT60er OR L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er OR L1_ETMHF130_HTT60er
HLT_PFMETTypeOne140_PFMHT140_IDTight_v19,B2G & JME & SUS & TOP,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_v28,B2G & HIG & JME & SMP & SUS & TOP,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6
HLT_PFMETNoMu130_PFMHTNoMu130_IDTight_v27,B2G & JME & SUS,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6
HLT_PFMETNoMu140_PFMHTNoMu140_IDTight_v27,B2G & JME & SUS,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6
HLT_PFMETNoMu110_PFMHTNoMu110_IDTight_FilterHF_v8,EXO,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_FilterHF_v8,EXO,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6
HLT_PFMETNoMu130_PFMHTNoMu130_IDTight_FilterHF_v8,EXO,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6
HLT_PFMETNoMu140_PFMHTNoMu140_IDTight_FilterHF_v8,EXO,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6
HLT_L1ETMHadSeeds_v8,JME,Yes,1024,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6
HLT_CaloMHT90_v12,JME,Yes,128,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6
HLT_CaloMET90_NotCleaned_v12,JME,Yes,128,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6
HLT_CaloMET350_NotCleaned_v12,HIG,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6
HLT_PFMET200_NotCleaned_v17,B2G & JME,Yes,16,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6
HLT_PFMET250_NotCleaned_v17,HIG & JME,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6
HLT_PFMET300_NotCleaned_v17,HIG & JME,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6
HLT_PFMET200_BeamHaloCleaned_v17,B2G & HIG & JME & TOP,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6
HLT_PFMETTypeOne200_BeamHaloCleaned_v17,JME,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6
HLT_MET105_IsoTrk50_v17,EXO,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF70_HTT60er OR L1_ETMHF80_HTT60er OR L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er OR L1_ETMHF130_HTT60er OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1
HLT_MET120_IsoTrk50_v17,EXO,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF70_HTT60er OR L1_ETMHF80_HTT60er OR L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er OR L1_ETMHF130_HTT60er OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1
HLT_Mu12eta2p3_v9,HIG,Yes,20,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_SingleMu7
HLT_Mu12eta2p3_PFJet40_v9,HIG,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_Mu3_Jet30er2p5
HLT_Mu12_DoublePFJets40_PNetBTag_0p11_v2,SUS,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_Mu3_Jet16er2p5_dR_Max0p4
HLT_Mu12_DoublePFJets100_PNetBTag_0p11_v2,SUS,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_Mu3_Jet60er2p5_dR_Max0p4
HLT_Mu12_DoublePFJets200_PNetBTag_0p11_v2,SUS,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_Mu3_Jet120er2p5_dR_Max0p4
HLT_Mu12_DoublePFJets350_PNetBTag_0p11_v2,SUS,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_Mu3_Jet120er2p5_dR_Max0p4
HLT_Mu12_DoublePFJets40MaxDeta1p6_PNet2BTag_0p11_v2,SUS,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_Mu10er2p3_Jet32er2p3_dR_Max0p4_DoubleJet32er2p3_dEta_Max1p6 OR L1_Mu12er2p3_Jet40er2p3_dR_Max0p4_DoubleJet40er2p3_dEta_Max1p6
HLT_Mu12_DoublePFJets54MaxDeta1p6_PNet2BTag_0p11_v2,SUS,Yes,1,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_Mu10er2p3_Jet32er2p3_dR_Max0p4_DoubleJet32er2p3_dEta_Max1p6 OR L1_Mu12er2p3_Jet40er2p3_dR_Max0p4_DoubleJet40er2p3_dEta_Max1p6
